Code région;Nom de la région;Code département;Code arrondissement;Code canton;Code commune;Nom de la commune;Population municipale;Population comptée à part;Population totale;
75;Nouvelle-Aquitaine;47;1;06;038;Bourran;610;10;620;
75;Nouvelle-Aquitaine;47;4;08;039;Boussès;38;4;42;
75;Nouvelle-Aquitaine;47;1;15;040;Brax;2 061;47;2 108;
75;Nouvelle-Aquitaine;47;4;11;041;Bruch;753;14;767;
75;Nouvelle-Aquitaine;47;2;18;042;Brugnac;181;10;191;
75;Nouvelle-Aquitaine;47;4;11;043;Buzet-sur-Baïse;1 297;14;1 311;
75;Nouvelle-Aquitaine;47;3;19;044;Cahuzac;305;3;308;
75;Nouvelle-Aquitaine;47;4;05;045;Calignac;496;5;501;
75;Nouvelle-Aquitaine;47;2;08;046;Calonges;639;8;647;
75;Nouvelle-Aquitaine;47;2;07;047;Cambes;178;7;185;
75;Nouvelle-Aquitaine;47;3;10;048;Cancon;1 349;22;1 371;
75;Nouvelle-Aquitaine;47;3;12;049;Casseneuil;2 372;50;2 422;
75;Nouvelle-Aquitaine;47;1;16;050;Cassignas;123;1;124;
75;Nouvelle-Aquitaine;47;1;17;051;Castelculier;2 359;51;2 410;
75;Nouvelle-Aquitaine;47;4;08;052;Casteljaloux;4 625;92;4 717;
75;Nouvelle-Aquitaine;47;1;16;053;Castella;362;7;369;
75;Nouvelle-Aquitaine;47;2;18;054;Castelmoron-sur-Lot;1 739;32;1 771;
75;Nouvelle-Aquitaine;47;2;07;056;Castelnau-sur-Gupie;888;30;918;
75;Nouvelle-Aquitaine;47;3;10;055;Castelnaud-de-Gratecambe;499;8;507;
75;Nouvelle-Aquitaine;47;3;19;057;Castillonnès;1 443;17;1 460;
75;Nouvelle-Aquitaine;47;4;08;058;Caubeyres;252;1;253;
75;Nouvelle-Aquitaine;47;2;07;059;Caubon-Saint-Sauveur;251;4;255;
75;Nouvelle-Aquitaine;47;1;17;060;Caudecoste;1 054;18;1 072;
75;Nouvelle-Aquitaine;47;2;14;061;Caumont-sur-Garonne;702;17;719;
75;Nouvelle-Aquitaine;47;1;16;062;Cauzac;426;3;429;
75;Nouvelle-Aquitaine;47;3;19;063;Cavarc;160;3;163;
75;Nouvelle-Aquitaine;47;3;09;064;Cazideroque;230;7;237;
75;Nouvelle-Aquitaine;47;2;18;065;Clairac;2 634;212;2 846;
75;Nouvelle-Aquitaine;47;1;06;066;Clermont-Dessous;867;12;879;
75;Nouvelle-Aquitaine;47;1;17;067;Clermont-Soubiran;377;10;387;
75;Nouvelle-Aquitaine;47;2;13;068;Cocumont;1 095;26;1 121;
75;Nouvelle-Aquitaine;47;1;15;069;Colayrac-Saint-Cirq;3 042;47;3 089;
75;Nouvelle-Aquitaine;47;3;09;070;Condezaygues;856;24;880;
75;Nouvelle-Aquitaine;47;2;18;071;Coulx;237;3;240;
75;Nouvelle-Aquitaine;47;3;09;072;Courbiac;119;2;121;
75;Nouvelle-Aquitaine;47;1;06;073;Cours;202;5;207;
75;Nouvelle-Aquitaine;47;2;13;074;Couthures-sur-Garonne;342;8;350;
75;Nouvelle-Aquitaine;47;1;16;075;La Croix-Blanche;1 013;21;1 034;
75;Nouvelle-Aquitaine;47;1;17;076;Cuq;262;3;265;
75;Nouvelle-Aquitaine;47;3;09;077;Cuzorn;850;18;868;
75;Nouvelle-Aquitaine;47;4;11;078;Damazan;1 341;53;1 394;
75;Nouvelle-Aquitaine;47;3;16;079;Dausse;506;16;522;
75;Nouvelle-Aquitaine;47;3;10;080;Dévillac;132;3;135;
75;Nouvelle-Aquitaine;47;3;12;081;Dolmayrac;710;8;718;
75;Nouvelle-Aquitaine;47;1;16;082;Dondas;214;1;215;
75;Nouvelle-Aquitaine;47;3;10;083;Doudrac;83;3;86;
75;Nouvelle-Aquitaine;47;3;19;084;Douzains;265;5;270;
75;Nouvelle-Aquitaine;47;4;08;085;Durance;290;4;294;
75;Nouvelle-Aquitaine;47;2;07;086;Duras;1 319;23;1 342;
75;Nouvelle-Aquitaine;47;1;16;087;Engayrac;167;3;170;
75;Nouvelle-Aquitaine;47;2;07;088;Escassefort;591;12;603;
75;Nouvelle-Aquitaine;47;2;07;089;Esclottes;154;4;158;
75;Nouvelle-Aquitaine;47;4;05;090;Espiens;378;8;386;
75;Nouvelle-Aquitaine;47;1;15;091;Estillac;1 982;46;2 028;
75;Nouvelle-Aquitaine;47;1;17;092;Fals;367;4;371;
75;Nouvelle-Aquitaine;47;4;08;093;Fargues-sur-Ourbise;343;19;362;
75;Nouvelle-Aquitaine;47;2;14;094;Fauguerolles;783;15;798;
75;Nouvelle-Aquitaine;47;2;18;095;Fauillet;840;17;857;
75;Nouvelle-Aquitaine;47;3;19;096;Ferrensac;216;6;222;
75;Nouvelle-Aquitaine;47;4;11;097;Feugarolles;984;16;1 000;
75;Nouvelle-Aquitaine;47;4;05;098;Fieux;349;8;357;
75;Nouvelle-Aquitaine;47;3;12;099;Fongrave;625;18;643;
75;Nouvelle-Aquitaine;47;1;01;100;Foulayronnes;5 368;216;5 584;
75;Nouvelle-Aquitaine;47;2;14;101;Fourques-sur-Garonne;1 308;30;1 338;
75;Nouvelle-Aquitaine;47;4;05;102;Francescas;752;11;763;
75;Nouvelle-Aquitaine;47;4;05;103;Fréchou;222;4;226;
75;Nouvelle-Aquitaine;47;1;06;104;Frégimont;260;4;264;
75;Nouvelle-Aquitaine;47;3;16;105;Frespech;304;5;309;
75;Nouvelle-Aquitaine;47;3;09;106;Fumel;4 846;113;4 959;
75;Nouvelle-Aquitaine;47;1;06;107;Galapian;320;6;326;
75;Nouvelle-Aquitaine;47;2;13;108;Gaujac;260;12;272;
75;Nouvelle-Aquitaine;47;3;10;109;Gavaudun;280;5;285;
75;Nouvelle-Aquitaine;47;2;14;110;Gontaud-de-Nogaret;1 681;37;1 718;
75;Nouvelle-Aquitaine;47;1;06;111;Granges-sur-Lot;595;8;603;
75;Nouvelle-Aquitaine;47;2;18;112;Grateloup-Saint-Gayrand;430;13;443;
75;Nouvelle-Aquitaine;47;1;17;113;Grayssas;130;3;133;
75;Nouvelle-Aquitaine;47;2;08;114;Grézet-Cavagnan;380;1;381;
75;Nouvelle-Aquitaine;47;2;08;115;Guérin;251;7;258;
75;Nouvelle-Aquitaine;47;3;21;117;Hautefage-la-Tour;971;21;992;
75;Nouvelle-Aquitaine;47;2;18;118;Hautesvignes;173;1;174;
75;Nouvelle-Aquitaine;47;4;08;119;Houeillès;576;9;585;
75;Nouvelle-Aquitaine;47;2;07;120;Jusix;123;5;128;
75;Nouvelle-Aquitaine;47;2;08;121;Labastide-Castel-Amouroux;307;1;308;
75;Nouvelle-Aquitaine;47;2;18;122;Labretonie;176;3;179;
75;Nouvelle-Aquitaine;47;3;09;123;Lacapelle-Biron;433;5;438;
75;Nouvelle-Aquitaine;47;3;10;124;Lacaussade;218;6;224;
75;Nouvelle-Aquitaine;47;1;06;125;Lacépède;323;7;330;
75;Nouvelle-Aquitaine;47;2;07;126;Lachapelle;76;7;83;
75;Nouvelle-Aquitaine;47;2;18;127;Lafitte-sur-Lot;831;18;849;
75;Nouvelle-Aquitaine;47;1;17;128;Lafox;1 153;28;1 181;
75;Nouvelle-Aquitaine;47;1;06;129;Lagarrigue;281;6;287;
75;Nouvelle-Aquitaine;47;2;08;130;Lagruère;347;7;354;
75;Nouvelle-Aquitaine;47;2;07;131;Lagupie;737;19;756;
75;Nouvelle-Aquitaine;47;3;19;132;Lalandusse;220;4;224;
75;Nouvelle-Aquitaine;47;4;05;133;Lamontjoie;523;8;531;
75;Nouvelle-Aquitaine;47;4;05;134;Lannes;373;8;381;
75;Nouvelle-Aquitaine;47;2;18;135;Laparade;376;12;388;
75;Nouvelle-Aquitaine;47;2;19;136;Laperche;127;7;134;
75;Nouvelle-Aquitaine;47;1;15;137;Laplume;1 426;33;1 459;
75;Nouvelle-Aquitaine;47;1;16;138;Laroque-Timbaut;1 671;42;1 713;
75;Nouvelle-Aquitaine;47;4;05;139;Lasserre;74;3;77;
75;Nouvelle-Aquitaine;47;1;06;140;Laugnac;652;12;664;
75;Nouvelle-Aquitaine;47;3;10;141;Laussou;300;5;305;
75;Nouvelle-Aquitaine;47;2;19;142;Lauzun;743;9;752;
75;Nouvelle-Aquitaine;47;4;11;143;Lavardac;2 245;60;2 305;
75;Nouvelle-Aquitaine;47;2;19;144;Lavergne;593;13;606;
75;Nouvelle-Aquitaine;47;1;17;145;Layrac;3 591;70;3 661;
75;Nouvelle-Aquitaine;47;3;20;146;Lédat;1 396;38;1 434;
75;Nouvelle-Aquitaine;47;2;07;147;Lévignac-de-Guyenne;665;14;679;
75;Nouvelle-Aquitaine;47;4;08;148;Leyritz-Moncassin;208;2;210;
75;Nouvelle-Aquitaine;47;2;14;150;Longueville;364;8;372;
75;Nouvelle-Aquitaine;47;2;07;151;Loubès-Bernac;412;3;415;
75;Nouvelle-Aquitaine;47;3;19;152;Lougratte;404;10;414;
75;Nouvelle-Aquitaine;47;1;06;154;Lusignan-Petit;356;4;360;
75;Nouvelle-Aquitaine;47;1;06;155;Madaillan;651;14;665;
75;Nouvelle-Aquitaine;47;2;13;156;Marcellus;866;18;884;
75;Nouvelle-Aquitaine;47;2;98;157;Marmande;17 645;636;18 281;
75;Nouvelle-Aquitaine;47;1;15;158;Marmont-Pachas;161;3;164;
75;Nouvelle-Aquitaine;47;2;08;159;Le Mas-d'Agenais;1 495;37;1 532;
75;Nouvelle-Aquitaine;47;3;09;160;Masquières;182;2;184;
75;Nouvelle-Aquitaine;47;3;16;161;Massels;115;0;115;
75;Nouvelle-Aquitaine;47;3;16;162;Massoulès;209;5;214;
75;Nouvelle-Aquitaine;47;2;07;163;Mauvezin-sur-Gupie;590;7;597;
75;Nouvelle-Aquitaine;47;3;10;164;Mazières-Naresse;128;4;132;
75;Nouvelle-Aquitaine;47;2;13;165;Meilhan-sur-Garonne;1 333;91;1 424;
75;Nouvelle-Aquitaine;47;4;05;167;Mézin;1 596;41;1 637;
75;Nouvelle-Aquitaine;47;2;19;168;Miramont-de-Guyenne;3 189;115;3 304;
75;Nouvelle-Aquitaine;47;1;15;169;Moirax;1 152;42;1 194;
75;Nouvelle-Aquitaine;47;3;10;170;Monbahus;603;32;635;
75;Nouvelle-Aquitaine;47;1;16;171;Monbalen;421;10;431;
75;Nouvelle-Aquitaine;47;4;05;172;Moncaut;624;19;643;
75;Nouvelle-Aquitaine;47;3;12;173;Monclar;865;15;880;
75;Nouvelle-Aquitaine;47;4;05;174;Moncrabeau;727;19;746;
75;Nouvelle-Aquitaine;47;3;10;175;Monflanquin;2 307;47;2 354;
75;Nouvelle-Aquitaine;47;4;11;176;Mongaillard;183;8;191;
75;Nouvelle-Aquitaine;47;4;11;177;Monheurt;195;3;198;
75;Nouvelle-Aquitaine;47;3;10;178;Monségur;401;8;409;
75;Nouvelle-Aquitaine;47;3;09;179;Monsempron-Libos;2 101;30;2 131;
75;Nouvelle-Aquitaine;47;4;05;180;Montagnac-sur-Auvignon;614;14;628;
75;Nouvelle-Aquitaine;47;3;10;181;Montagnac-sur-Lède;265;2;267;
75;Nouvelle-Aquitaine;47;3;12;182;Montastruc;278;2;280;
75;Nouvelle-Aquitaine;47;3;19;183;Montauriol;176;8;184;
75;Nouvelle-Aquitaine;47;3;10;184;Montaut;246;2;248;
75;Nouvelle-Aquitaine;47;3;09;185;Montayral;2 686;64;2 750;
75;Nouvelle-Aquitaine;47;4;11;186;Montesquieu;777;12;789;
75;Nouvelle-Aquitaine;47;2;07;187;Monteton;328;2;330;
75;Nouvelle-Aquitaine;47;2;19;188;Montignac-de-Lauzun;284;7;291;
75;Nouvelle-Aquitaine;47;2;07;189;Montignac-Toupinerie;150;0;150;
75;Nouvelle-Aquitaine;47;1;06;190;Montpezat;567;49;616;
75;Nouvelle-Aquitaine;47;2;13;191;Montpouillan;789;8;797;
75;Nouvelle-Aquitaine;47;3;10;192;Monviel;80;1;81;
75;Nouvelle-Aquitaine;47;3;10;193;Moulinet;194;4;198;
75;Nouvelle-Aquitaine;47;2;07;194;Moustier;329;9;338;
75;Nouvelle-Aquitaine;47;4;05;195;Nérac;6 898;579;7 477;
75;Nouvelle-Aquitaine;47;1;06;196;Nicole;230;3;233;
75;Nouvelle-Aquitaine;47;4;05;197;Nomdieu;249;8;257;
75;Nouvelle-Aquitaine;47;3;10;198;Pailloles;337;6;343;
75;Nouvelle-Aquitaine;47;2;07;199;Pardaillan;307;3;310;
75;Nouvelle-Aquitaine;47;3;10;200;Parranquet;117;1;118;
75;Nouvelle-Aquitaine;47;1;04;201;Le Passage;9 548;178;9 726;
75;Nouvelle-Aquitaine;47;3;10;202;Paulhiac;307;10;317;
75;Nouvelle-Aquitaine;47;3;16;203;Penne-d'Agenais;2 352;57;2 409;
75;Nouvelle-Aquitaine;47;2;19;204;Peyrière;283;4;287;
75;Nouvelle-Aquitaine;47;4;08;205;Pindères;213;8;221;
75;Nouvelle-Aquitaine;47;3;12;206;Pinel-Hauterive;570;9;579;
75;Nouvelle-Aquitaine;47;4;11;207;Pompiey;224;5;229;
75;Nouvelle-Aquitaine;47;4;08;208;Pompogne;215;9;224;
75;Nouvelle-Aquitaine;47;1;01;209;Pont-du-Casse;4 244;141;4 385;
75;Nouvelle-Aquitaine;47;1;06;210;Port-Sainte-Marie;1 944;37;1 981;
75;Nouvelle-Aquitaine;47;4;05;211;Poudenas;255;3;258;
75;Nouvelle-Aquitaine;47;2;08;212;Poussignac;268;5;273;
75;Nouvelle-Aquitaine;47;1;06;213;Prayssas;999;37;1 036;
75;Nouvelle-Aquitaine;47;4;11;214;Puch-d'Agenais;703;14;717;
75;Nouvelle-Aquitaine;47;3;21;215;Pujols;3 611;135;3 746;
75;Nouvelle-Aquitaine;47;2;07;216;Puymiclan;640;20;660;
75;Nouvelle-Aquitaine;47;1;17;217;Puymirol;937;24;961;
75;Nouvelle-Aquitaine;47;2;19;218;Puysserampion;258;4;262;
75;Nouvelle-Aquitaine;47;3;10;219;Rayet;178;2;180;
75;Nouvelle-Aquitaine;47;4;11;220;Razimet;314;6;320;
75;Nouvelle-Aquitaine;47;4;05;221;Réaup-Lisse;604;14;618;
75;Nouvelle-Aquitaine;47;4;08;222;La Réunion;488;9;497;
75;Nouvelle-Aquitaine;47;3;10;223;Rives;230;5;235;
75;Nouvelle-Aquitaine;47;2;08;224;Romestaing;168;5;173;
75;Nouvelle-Aquitaine;47;1;15;225;Roquefort;1 845;35;1 880;
75;Nouvelle-Aquitaine;47;2;19;226;Roumagne;551;6;557;
75;Nouvelle-Aquitaine;47;2;08;227;Ruffiac;167;2;169;
75;Nouvelle-Aquitaine;47;3;21;228;Saint-Antoine-de-Ficalba;718;12;730;
75;Nouvelle-Aquitaine;47;2;07;229;Saint-Astier;220;4;224;
75;Nouvelle-Aquitaine;47;3;10;230;Saint-Aubin;428;9;437;
75;Nouvelle-Aquitaine;47;2;07;231;Saint-Avit;167;4;171;
75;Nouvelle-Aquitaine;47;2;07;232;Saint-Barthélemy-d'Agenais;510;5;515;
75;Nouvelle-Aquitaine;47;1;17;234;Saint-Caprais-de-Lerm;638;20;658;
75;Nouvelle-Aquitaine;47;2;19;235;Saint-Colomb-de-Lauzun;480;4;484;
75;Nouvelle-Aquitaine;47;3;12;239;Saint-Étienne-de-Fougères;821;22;843;
75;Nouvelle-Aquitaine;47;3;10;240;Saint-Étienne-de-Villeréal;298;9;307;
75;Nouvelle-Aquitaine;47;3;10;241;Saint-Eutrope-de-Born;682;21;703;
75;Nouvelle-Aquitaine;47;3;09;242;Saint-Front-sur-Lémance;536;12;548;
75;Nouvelle-Aquitaine;47;3;09;328;Saint-Georges;550;19;569;
75;Nouvelle-Aquitaine;47;2;07;245;Saint-Géraud;91;2;93;
75;Nouvelle-Aquitaine;47;1;15;246;Saint-Hilaire-de-Lusignan;1 497;39;1 536;
75;Nouvelle-Aquitaine;47;2;07;247;Saint-Jean-de-Duras;248;8;256;
75;Nouvelle-Aquitaine;47;1;17;248;Saint-Jean-de-Thurac;552;7;559;
75;Nouvelle-Aquitaine;47;4;11;249;Saint-Laurent;523;4;527;
75;Nouvelle-Aquitaine;47;4;11;250;Saint-Léger;141;4;145;
75;Nouvelle-Aquitaine;47;4;11;251;Saint-Léon;318;5;323;
75;Nouvelle-Aquitaine;47;4;08;254;Saint-Martin-Curton;307;8;315;
75;Nouvelle-Aquitaine;47;1;16;255;Saint-Martin-de-Beauville;179;2;181;
75;Nouvelle-Aquitaine;47;3;10;256;Saint-Martin-de-Villeréal;109;3;112;
75;Nouvelle-Aquitaine;47;2;07;257;Saint-Martin-Petit;565;11;576;
75;Nouvelle-Aquitaine;47;3;10;259;Saint-Maurice-de-Lestapel;108;3;111;
75;Nouvelle-Aquitaine;47;1;16;260;Saint-Maurin;459;7;466;
75;Nouvelle-Aquitaine;47;1;17;262;Saint-Nicolas-de-la-Balerme;406;4;410;
75;Nouvelle-Aquitaine;47;2;14;263;Saint-Pardoux-du-Breuil;609;31;640;
75;Nouvelle-Aquitaine;47;2;19;264;Saint-Pardoux-Isaac;1 147;19;1 166;
75;Nouvelle-Aquitaine;47;3;12;265;Saint-Pastour;394;8;402;
75;Nouvelle-Aquitaine;47;4;05;266;Saint-Pé-Saint-Simon;211;4;215;
75;Nouvelle-Aquitaine;47;4;11;267;Saint-Pierre-de-Buzet;288;2;290;
75;Nouvelle-Aquitaine;47;1;17;269;Saint-Pierre-de-Clairac;877;33;910;
75;Nouvelle-Aquitaine;47;2;07;271;Saint-Pierre-sur-Dropt;325;15;340;
75;Nouvelle-Aquitaine;47;3;19;272;Saint-Quentin-du-Dropt;197;6;203;
75;Nouvelle-Aquitaine;47;1;16;273;Saint-Robert;182;7;189;
75;Nouvelle-Aquitaine;47;1;17;274;Saint-Romain-le-Noble;432;6;438;
75;Nouvelle-Aquitaine;47;1;06;275;Saint-Salvy;191;1;192;
75;Nouvelle-Aquitaine;47;1;06;276;Saint-Sardos;293;11;304;
75;Nouvelle-Aquitaine;47;2;13;277;Saint-Sauveur-de-Meilhan;334;8;342;
75;Nouvelle-Aquitaine;47;2;07;278;Saint-Sernin;413;10;423;
75;Nouvelle-Aquitaine;47;1;17;279;Saint-Sixte;361;6;367;
75;Nouvelle-Aquitaine;47;3;16;280;Saint-Sylvestre-sur-Lot;2 291;55;2 346;
75;Nouvelle-Aquitaine;47;1;17;281;Saint-Urcisse;231;1;232;
75;Nouvelle-Aquitaine;47;4;05;282;Saint-Vincent-de-Lamontjoie;252;7;259;
75;Nouvelle-Aquitaine;47;3;09;283;Saint-Vite;1 167;24;1 191;
75;Nouvelle-Aquitaine;47;2;13;233;Sainte-Bazeille;3 138;149;3 287;
75;Nouvelle-Aquitaine;47;2;07;236;Sainte-Colombe-de-Duras;104;1;105;
75;Nouvelle-Aquitaine;47;3;21;237;Sainte-Colombe-de-Villeneuve;494;12;506;
75;Nouvelle-Aquitaine;47;1;15;238;Sainte-Colombe-en-Bruilhois;1 662;47;1 709;
75;Nouvelle-Aquitaine;47;2;08;244;Sainte-Gemme-Martaillac;423;7;430;
75;Nouvelle-Aquitaine;47;3;12;252;Sainte-Livrade-sur-Lot;6 378;175;6 553;
75;Nouvelle-Aquitaine;47;2;08;253;Sainte-Marthe;592;4;596;
75;Nouvelle-Aquitaine;47;4;05;258;Sainte-Maure-de-Peyriac;342;5;347;
75;Nouvelle-Aquitaine;47;3;10;284;Salles;290;7;297;
75;Nouvelle-Aquitaine;47;2;14;285;Samazan;870;16;886;
75;Nouvelle-Aquitaine;47;4;08;286;Sauméjan;102;0;102;
75;Nouvelle-Aquitaine;47;4;05;287;Saumont;256;3;259;
75;Nouvelle-Aquitaine;47;1;17;288;Sauvagnas;528;16;544;
75;Nouvelle-Aquitaine;47;1;16;289;La Sauvetat-de-Savères;539;12;551;
75;Nouvelle-Aquitaine;47;2;07;290;La Sauvetat-du-Dropt;539;10;549;
75;Nouvelle-Aquitaine;47;3;10;291;La Sauvetat-sur-Lède;649;16;665;
75;Nouvelle-Aquitaine;47;3;09;292;Sauveterre-la-Lémance;518;8;526;
75;Nouvelle-Aquitaine;47;1;17;293;Sauveterre-Saint-Denis;406;18;424;
75;Nouvelle-Aquitaine;47;2;07;294;Savignac-de-Duras;220;8;228;
75;Nouvelle-Aquitaine;47;3;10;295;Savignac-sur-Leyze;310;5;315;
75;Nouvelle-Aquitaine;47;2;19;296;Ségalas;157;6;163;
75;Nouvelle-Aquitaine;47;3;06;297;Sembas;140;3;143;
75;Nouvelle-Aquitaine;47;2;08;298;Sénestis;210;3;213;
75;Nouvelle-Aquitaine;47;3;19;299;Sérignac-Péboudou;175;5;180;
75;Nouvelle-Aquitaine;47;1;15;300;Sérignac-sur-Garonne;1 161;20;1 181;
75;Nouvelle-Aquitaine;47;2;07;301;Seyches;1 047;44;1 091;
75;Nouvelle-Aquitaine;47;4;05;302;Sos;670;18;688;
75;Nouvelle-Aquitaine;47;2;07;303;Soumensac;231;9;240;
75;Nouvelle-Aquitaine;47;2;14;304;Taillebourg;69;6;75;
75;Nouvelle-Aquitaine;47;1;16;305;Tayrac;401;7;408;
75;Nouvelle-Aquitaine;47;3;12;306;Le Temple-sur-Lot;1 016;28;1 044;
75;Nouvelle-Aquitaine;47;3;09;307;Thézac;195;5;200;
75;Nouvelle-Aquitaine;47;4;11;308;Thouars-sur-Garonne;214;3;217;
75;Nouvelle-Aquitaine;47;3;12;309;Tombebœuf;463;4;467;
75;Nouvelle-Aquitaine;47;2;18;310;Tonneins;9 055;271;9 326;
75;Nouvelle-Aquitaine;47;3;10;311;Tourliac;135;7;142;
75;Nouvelle-Aquitaine;47;3;09;312;Tournon-d'Agenais;738;14;752;
75;Nouvelle-Aquitaine;47;3;12;313;Tourtrès;136;0;136;
75;Nouvelle-Aquitaine;47;3;16;314;Trémons;389;10;399;
75;Nouvelle-Aquitaine;47;3;09;315;Trentels;852;24;876;
75;Nouvelle-Aquitaine;47;2;18;316;Varès;666;8;674;
75;Nouvelle-Aquitaine;47;2;18;317;Verteuil-d'Agenais;595;13;608;
75;Nouvelle-Aquitaine;47;4;11;318;Vianne;1 022;15;1 037;
75;Nouvelle-Aquitaine;47;3;12;319;Villebramar;100;4;104;
75;Nouvelle-Aquitaine;47;4;08;320;Villefranche-du-Queyran;397;1;398;
75;Nouvelle-Aquitaine;47;2;07;321;Villeneuve-de-Duras;321;9;330;
75;Nouvelle-Aquitaine;47;3;99;323;Villeneuve-sur-Lot;22 422;856;23 278;
75;Nouvelle-Aquitaine;47;3;10;324;Villeréal;1 272;49;1 321;
75;Nouvelle-Aquitaine;47;2;08;325;Villeton;456;19;475;
75;Nouvelle-Aquitaine;47;2;14;326;Virazeil;1 714;46;1 760;
75;Nouvelle-Aquitaine;47;4;11;327;Xaintrailles;416;3;419;
76;Occitanie;48;2;01;001;Albaret-le-Comtal;172;5;177;
76;Occitanie;48;2;12;002;Albaret-Sainte-Marie;571;25;596;
76;Occitanie;48;2;06;003;Allenc;234;5;239;
76;Occitanie;48;2;13;004;Altier;204;11;215;
76;Occitanie;48;2;08;005;Antrenas;334;8;342;
76;Occitanie;48;2;01;007;Arzenc-d'Apcher;50;0;50;
76;Occitanie;48;2;06;008;Arzenc-de-Randon;207;6;213;
76;Occitanie;48;2;07;010;Auroux;390;7;397;
76;Occitanie;48;2;06;013;Badaroux;963;40;1 003;
76;Occitanie;48;2;03;016;Balsièges;544;19;563;
76;Occitanie;48;2;02;017;Banassac-Canilhac;1 042;34;1 076;
76;Occitanie;48;2;03;018;Barjac;750;17;767;
76;Occitanie;48;1;04;019;Barre-des-Cévennes;205;7;212;
76;Occitanie;48;1;04;020;Bassurels;61;0;61;
76;Occitanie;48;2;13;021;La Bastide-Puylaurent;156;4;160;
76;Occitanie;48;1;13;050;Bédouès-Cocurès;481;20;501;
76;Occitanie;48;2;01;025;Les Bessons;442;27;469;
76;Occitanie;48;2;12;026;Blavignac;273;1;274;
76;Occitanie;48;1;13;028;Les Bondons;143;4;147;
76;Occitanie;48;2;06;029;Le Born;148;0;148;
76;Occitanie;48;2;03;099;Bourgs sur Colagne;2 169;77;2 246;
76;Occitanie;48;2;13;030;Brenoux;379;9;388;
76;Occitanie;48;2;01;031;Brion;80;0;80;
76;Occitanie;48;2;01;032;Le Buisson;230;6;236;
76;Occitanie;48;2;02;034;La Canourgue;2 156;97;2 253;
76;Occitanie;48;1;04;166;Cans et Cévennes;280;9;289;
76;Occitanie;48;1;04;036;Cassagnas;120;3;123;
76;Occitanie;48;2;06;037;Chadenet;100;2;102;
76;Occitanie;48;2;06;038;Chambon-le-Château;291;5;296;
76;Occitanie;48;2;02;039;Chanac;1 459;31;1 490;
76;Occitanie;48;2;07;041;Chastanier;77;0;77;
76;Occitanie;48;2;11;042;Chastel-Nouvel;858;32;890;
76;Occitanie;48;2;06;043;Châteauneuf-de-Randon;561;5;566;
76;Occitanie;48;2;01;044;Chauchailles;92;1;93;
76;Occitanie;48;2;06;045;Chaudeyrac;314;7;321;
76;Occitanie;48;2;11;046;Chaulhac;71;1;72;
76;Occitanie;48;2;07;048;Cheylard-l'Évêque;64;3;67;
76;Occitanie;48;1;04;051;Le Collet-de-Dèze;776;31;807;
76;Occitanie;48;2;13;053;Cubières;171;7;178;
76;Occitanie;48;2;13;054;Cubiérettes;53;1;54;
76;Occitanie;48;2;03;055;Cultures;156;7;163;
76;Occitanie;48;2;03;056;Esclanèdes;385;9;394;
76;Occitanie;48;2;11;057;Estables;165;0;165;
76;Occitanie;48;2;01;058;La Fage-Montivernoux;156;7;163;
76;Occitanie;48;2;01;059;La Fage-Saint-Julien;294;6;300;
76;Occitanie;48;1;05;061;Florac Trois Rivières;2 069;45;2 114;
76;Occitanie;48;2;11;063;Fontans;216;3;219;
76;Occitanie;48;2;01;064;Fournels;364;9;373;
76;Occitanie;48;1;04;065;Fraissinet-de-Fourques;74;0;74;
76;Occitanie;48;1;04;067;Gabriac;99;3;102;
76;Occitanie;48;2;03;068;Gabrias;148;5;153;
76;Occitanie;48;1;05;069;Gatuzières;58;0;58;
76;Occitanie;48;1;88;146;Gorges du Tarn Causses;971;38;1 009;
76;Occitanie;48;2;06;070;Grandrieu;743;12;755;
76;Occitanie;48;2;01;071;Grandvals;75;1;76;
76;Occitanie;48;2;03;072;Grèzes;214;6;220;
76;Occitanie;48;2;01;073;Les Hermaux;102;2;104;
76;Occitanie;48;1;05;074;Hures-la-Parade;260;14;274;
76;Occitanie;48;1;05;075;Ispagnac;892;21;913;
76;Occitanie;48;2;11;077;Julianges;57;3;60;
76;Occitanie;48;2;08;078;Lachamp;171;3;174;
76;Occitanie;48;2;11;079;Lajo;101;3;104;
76;Occitanie;48;2;07;080;Langogne;2 886;194;3 080;
76;Occitanie;48;2;13;081;Lanuéjols;314;10;324;
76;Occitanie;48;2;06;082;Laubert;99;4;103;
76;Occitanie;48;2;11;083;Les Laubies;165;4;169;
76;Occitanie;48;2;02;085;Laval-du-Tarn;99;4;103;
76;Occitanie;48;2;07;086;Luc;220;4;224;
76;Occitanie;48;1;02;088;La Malène;143;4;147;
76;Occitanie;48;2;11;089;Le Malzieu-Forain;468;10;478;
76;Occitanie;48;2;11;090;Le Malzieu-Ville;735;12;747;
76;Occitanie;48;2;01;091;Marchastel;56;4;60;
76;Occitanie;48;2;08;092;Marvejols;4 776;248;5 024;
76;Occitanie;48;1;05;141;Mas-Saint-Chély;116;7;123;
76;Occitanie;48;1;02;094;Massegros Causses Gorges;976;28;1 004;
76;Occitanie;48;2;99;095;Mende;11 860;875;12 735;
76;Occitanie;48;1;05;096;Meyrueis;833;132;965;
76;Occitanie;48;1;04;097;Moissac-Vallée-Française;221;9;230;
76;Occitanie;48;1;04;098;Molezon;93;4;97;
